parking_id,activity_date,peak_occupancy_rate,avg_occupancy_rate,vehicle_entries,platform_bookings,booking_cancellations,gross_parking_revenue_inr,avg_park_duration_hours
49,2025-08-04,0.7744,0.5901,468,71,4,19239.41,1.88
50,2025-08-04,0.4818,0.3602,231,31,2,16508.2,1.87
51,2025-08-04,0.8298,0.6128,405,85,6,24672.15,1.69
52,2025-08-04,0.8617,0.7,1843,350,16,117247.45,2.36
53,2025-08-04,0.3693,0.2048,383,50,4,27648.36,1.89
54,2025-08-04,0.333,0.1752,117,12,0,8126.45,1.83
55,2025-08-04,0.7851,0.6114,1124,224,8,84155.0,2.14
56,2025-08-04,0.4507,0.2912,546,48,0,27534.29,2.06
57,2025-08-04,0.4053,0.2103,99,9,2,10927.02,4.85
58,2025-08-04,0.3719,0.1336,14,1,0,1158.23,5.16
59,2025-08-04,0.3523,0.1835,140,15,2,13155.39,5.2
60,2025-08-04,0.5405,0.3963,147,17,2,16757.09,4.82
61,2025-08-04,0.3973,0.221,172,18,1,17725.06,4.62
62,2025-08-04,0.4824,0.2614,78,6,0,31045.74,5.66
63,2025-08-04,0.3933,0.2508,151,16,0,61707.95,6.25
64,2025-08-04,0.42,0.2529,82,6,0,22707.58,6.03
65,2025-08-04,0.4242,0.2115,125,21,1,24169.36,5.61
66,2025-08-04,0.4564,0.2644,124,19,0,20538.3,5.76
67,2025-08-04,0.4175,0.2886,239,38,2,45872.54,5.46
68,2025-08-04,0.6227,0.4303,776,123,7,134680.87,5.46
69,2025-08-04,0.3017,0.2379,47,8,0,12842.7,5.61
70,2025-08-04,0.2928,0.166,37,3,0,6480.92,5.41
71,2025-08-04,0.178,0.035,49,5,0,9519.9,5.81
72,2025-08-04,0.5081,0.3299,796,110,7,90652.51,3.14
73,2025-08-04,0.4389,0.2986,245,23,1,23581.84,2.65
74,2025-08-04,0.3224,0.1633,412,54,2,21990.12,2.98
75,2025-08-04,0.4398,0.259,823,121,9,133728.82,2.91
76,2025-08-04,0.466,0.3,120,12,1,6617.02,2.6
77,2025-08-04,0.4179,0.2691,254,24,4,26274.59,3.12
78,2025-08-04,0.3755,0.2518,102,17,1,9380.11,2.58
79,2025-08-04,0.3831,0.2073,51,3,0,2789.03,2.67
80,2025-08-04,0.4963,0.3656,360,33,3,20397.51,3.07
81,2025-08-04,0.4217,0.2429,68,9,0,5886.01,3.23
82,2025-08-04,0.4761,0.3563,110,8,0,8397.5,2.67
83,2025-08-04,0.4567,0.315,512,77,6,60362.48,2.73
84,2025-08-04,0.4109,0.2652,1130,138,8,88801.07,2.33
85,2025-08-04,0.5277,0.3905,222,33,0,24772.63,3.01
86,2025-08-04,0.5341,0.3737,199,28,2,20743.94,2.28
87,2025-08-04,0.3043,0.1732,220,27,2,43138.51,5.78
88,2025-08-04,0.3841,0.2832,232,27,2,37065.1,5.23
89,2025-08-04,0.3288,0.1821,44,5,1,8298.89,5.81
90,2025-08-04,0.5474,0.3392,459,55,2,77082.07,5.67
91,2025-08-04,0.2906,0.1003,22,2,0,4354.89,5.58
92,2025-08-04,0.4406,0.2725,87,3,0,17924.2,5.86
93,2025-08-04,0.4962,0.3586,149,24,1,28734.96,5.51
94,2025-08-04,0.3525,0.1873,63,6,0,13123.26,6.22
95,2025-08-04,0.4132,0.2915,299,37,2,70279.47,6.17
96,2025-08-04,0.3697,0.1849,121,20,0,17796.75,5.78
97,2025-08-04,0.3982,0.2575,134,14,0,7313.73,1.67
98,2025-08-04,0.3285,0.1814,313,29,1,29954.99,1.98
99,2025-08-04,0.5335,0.3534,1405,136,14,57466.48,1.47
100,2025-08-04,0.583,0.4011,494,54,2,38156.11,2.14
101,2025-08-04,0.5271,0.3059,382,41,3,59353.72,5.41
102,2025-08-04,0.5609,0.4019,149,22,0,65012.89,5.71
103,2025-08-04,0.252,0.1526,33,5,0,8517.94,5.92
104,2025-08-04,0.579,0.3858,414,40,1,104087.89,5.61
105,2025-08-04,0.5194,0.3245,422,50,2,22724.13,5.86
106,2025-08-04,0.4198,0.2574,192,30,2,34524.87,6.24
107,2025-08-04,0.5353,0.3548,92,12,0,32290.03,6.6
108,2025-08-04,0.4553,0.3529,106,8,0,17645.39,5.63
109,2025-08-04,0.6149,0.4319,56,3,0,8777.28,5.68
110,2025-08-04,0.2859,0.1783,126,16,0,17757.19,4.47
111,2025-08-04,0.5063,0.3215,99,16,2,8157.43,4.8
112,2025-08-04,0.3542,0.2401,163,17,1,20281.16,5.06
113,2025-08-04,0.5224,0.2794,82,8,0,7770.69,5.02
114,2025-08-04,0.4715,0.3001,125,7,1,13047.65,5.16
115,2025-08-04,0.2678,0.1281,28,3,0,2417.17,4.47
116,2025-08-04,0.4081,0.244,85,12,2,6664.35,2.78
117,2025-08-04,0.5632,0.4177,347,46,4,24443.84,2.8
118,2025-08-04,0.4453,0.3248,1025,114,7,124804.72,3.26
119,2025-08-04,0.4075,0.2556,97,18,0,5706.57,2.57
120,2025-08-04,0.4487,0.2426,249,40,2,29066.32,3.01
1,2025-08-05,0.7419,0.5915,799,194,5,150778.07,2.64
2,2025-08-05,0.6269,0.4292,1266,252,16,168535.81,2.3
3,2025-08-05,0.7252,0.646,387,74,2,88036.9,2.5
4,2025-08-05,0.8062,0.6176,678,137,3,75393.6,2.46
5,2025-08-05,0.7895,0.6658,400,63,3,58644.03,3.09
6,2025-08-05,0.802,0.6935,1649,330,16,291341.92,2.8
7,2025-08-05,0.6186,0.5092,260,57,2,52428.93,2.37
8,2025-08-05,0.8238,0.6711,834,172,5,173174.61,2.14
9,2025-08-05,0.6893,0.5407,344,57,1,61421.68,2.96
10,2025-08-05,0.5532,0.4632,248,25,1,35980.65,2.67
11,2025-08-05,0.3513,0.1995,225,38,2,27357.48,2.41
12,2025-08-05,0.7748,0.6331,492,99,4,40444.13,2.55
13,2025-08-05,0.6118,0.4622,1952,313,11,222191.22,2.52
14,2025-08-05,0.6437,0.4809,683,158,8,81901.33,2.88
15,2025-08-05,0.5565,0.4168,1743,358,6,173657.98,2.26
16,2025-08-05,0.6194,0.5082,993,219,6,118523.5,2.86
17,2025-08-05,0.8089,0.6133,725,154,6,75677.45,2.98
18,2025-08-05,0.8644,0.6921,2130,447,15,192100.77,2.5
19,2025-08-05,0.5636,0.435,649,121,3,118760.66,3.23
20,2025-08-05,0.5518,0.3706,195,25,0,36164.0,3.54
21,2025-08-05,0.7071,0.5609,1551,319,10,232765.46,2.8
22,2025-08-05,0.6954,0.5173,1491,219,8,257806.64,3.26
23,2025-08-05,0.3505,0.2291,262,42,3,35266.76,3.01
24,2025-08-05,0.4137,0.2388,182,29,0,19681.77,2.95
25,2025-08-05,0.3291,0.2491,256,34,2,24060.46,2.36
26,2025-08-05,0.4032,0.2843,892,154,7,56456.32,2.46
27,2025-08-05,0.2944,0.1538,242,40,1,13756.0,3.03
28,2025-08-05,0.4231,0.2808,257,25,1,43603.98,2.99
29,2025-08-05,0.398,0.257,283,37,4,49128.16,3.04
30,2025-08-05,0.3736,0.2162,110,17,0,17020.52,3.25
31,2025-08-05,0.3804,0.207,469,87,3,23729.97,2.7
32,2025-08-05,0.668,0.499,830,75,7,37552.74,2.05
33,2025-08-05,0.5203,0.38,459,41,6,73683.22,6.18
34,2025-08-05,0.5789,0.4081,417,40,2,74828.0,5.84
35,2025-08-05,0.521,0.3395,57,6,0,9892.89,5.95
36,2025-08-05,0.5335,0.3775,420,72,5,22386.73,2.21
37,2025-08-05,0.4104,0.315,450,44,3,36954.72,2.26
38,2025-08-05,0.4854,0.3081,375,34,1,22396.38,1.72
39,2025-08-05,0.419,0.208,138,21,2,9120.76,2.54
40,2025-08-05,0.5276,0.3632,944,118,6,94203.41,1.72
41,2025-08-05,0.5462,0.4136,1292,290,8,152318.06,2.18
42,2025-08-05,0.5393,0.4052,390,59,4,27463.73,1.99
43,2025-08-05,0.6062,0.4632,697,92,3,117484.83,2.37
44,2025-08-05,0.5316,0.3858,421,83,3,39021.77,1.57
45,2025-08-05,0.4983,0.3101,2225,387,28,196409.19,2.04
46,2025-08-05,0.6836,0.5299,1825,342,9,56030.06,1.44
47,2025-08-05,0.4481,0.2967,274,34,0,21999.7,1.72
48,2025-08-05,0.6557,0.5603,237,28,1,16370.14,2.02
49,2025-08-05,0.641,0.5366,320,48,5,15030.82,2.38
50,2025-08-05,0.5806,0.3823,197,27,3,13252.6,1.94
51,2025-08-05,0.7415,0.5289,253,61,3,18777.65,2.27
52,2025-08-05,0.649,0.5078,1356,254,11,93435.59,2.44
53,2025-08-05,0.302,0.1785,280,42,1,19039.63,2.2
54,2025-08-05,0.3845,0.245,163,15,0,13160.77,2.15
55,2025-08-05,0.6468,0.5015,1165,216,11,69887.97,1.82
56,2025-08-05,0.552,0.3556,874,81,5,25738.21,1.47
57,2025-08-05,0.4208,0.272,102,16,2,17371.52,5.68
58,2025-08-05,0.4327,0.2635,31,1,0,2147.62,5.17
59,2025-08-05,0.1844,0.036,22,1,0,2838.74,4.86
60,2025-08-05,0.4071,0.3454,124,15,1,16691.8,5.17
61,2025-08-05,0.3835,0.2779,261,37,1,27303.66,4.86
62,2025-08-05,0.3963,0.242,68,3,0,17423.96,5.76
63,2025-08-05,0.3644,0.1703,117,12,0,38080.04,5.27
64,2025-08-05,0.4112,0.296,102,10,0,27413.21,5.94
65,2025-08-05,0.3629,0.2347,151,20,0,37296.65,5.77
66,2025-08-05,0.4717,0.3778,209,26,1,39231.06,5.4
67,2025-08-05,0.4464,0.2467,215,40,2,36423.77,5.59
68,2025-08-05,0.5401,0.3812,636,88,8,141483.36,5.6
69,2025-08-05,0.4111,0.2295,51,6,0,13175.29,5.63
70,2025-08-05,0.4736,0.3165,74,15,0,10623.67,5.26
71,2025-08-05,0.2443,0.1336,196,23,2,32707.52,5.46
72,2025-08-05,0.5266,0.3399,1172,167,13,98024.12,2.35
73,2025-08-05,0.4311,0.2431,196,21,0,16055.84,2.51
74,2025-08-05,0.4681,0.3401,812,137,6,47063.08,2.82
75,2025-08-05,0.3789,0.2341,624,81,4,106268.75,3.19
76,2025-08-05,0.3914,0.2696,79,4,0,6102.15,3.14
77,2025-08-05,0.4333,0.2774,352,32,2,35244.82,2.17
78,2025-08-05,0.4198,0.2332,125,17,1,10162.14,2.33
79,2025-08-05,0.4158,0.2215,50,7,0,2833.43,2.38
80,2025-08-05,0.4892,0.3016,326,35,1,27938.68,2.85
81,2025-08-05,0.3076,0.1815,67,6,0,6517.72,3.03
82,2025-08-05,0.5083,0.3834,98,12,0,11061.17,3.42
83,2025-08-05,0.6082,0.4705,686,125,7,121897.01,3.36
84,2025-08-05,0.4029,0.244,838,86,4,90237.76,2.98
85,2025-08-05,0.4877,0.3549,238,38,2,22744.22,2.81
86,2025-08-05,0.6775,0.5005,197,34,1,30455.49,2.96
87,2025-08-05,0.3965,0.2317,257,28,1,50713.76,6.42
88,2025-08-05,0.3891,0.2754,203,25,2,41527.77,6.46
89,2025-08-05,0.3598,0.2656,82,10,1,19642.36,5.67
90,2025-08-05,0.5446,0.3383,400,48,4,75677.49,6.32
91,2025-08-05,0.2538,0.1159,29,4,0,5272.54,5.34
92,2025-08-05,0.4061,0.2678,55,5,0,11240.93,5.97
93,2025-08-05,0.4209,0.2945,120,22,1,25090.12,5.69
94,2025-08-05,0.1426,0.035,10,1,0,1849.85,6.09
95,2025-08-05,0.5387,0.352,416,44,3,79667.25,5.75
96,2025-08-05,0.3213,0.1456,100,17,2,15713.51,6.08
97,2025-08-05,0.4061,0.2523,136,14,2,7160.47,1.69
98,2025-08-05,0.3353,0.1808,371,34,0,39984.6,1.99
99,2025-08-05,0.4678,0.2949,930,85,5,45555.88,1.82
100,2025-08-05,0.5557,0.3844,429,39,2,27861.34,2.14
101,2025-08-05,0.3614,0.2778,323,39,0,70965.85,5.64
102,2025-08-05,0.5819,0.4357,169,32,1,64268.1,5.42
103,2025-08-05,0.3862,0.2218,62,10,0,12184.11,5.32
104,2025-08-05,0.5514,0.4086,496,68,3,91274.16,5.24
105,2025-08-05,0.4442,0.2858,393,52,5,20518.75,5.58
106,2025-08-05,0.3719,0.2192,168,22,2,28914.21,6.25
107,2025-08-05,0.3714,0.2221,71,4,0,18390.02,5.98
108,2025-08-05,0.478,0.2856,112,7,1,17363.69,6.07
109,2025-08-05,0.6342,0.4552,44,7,1,7184.33,6.0
110,2025-08-05,0.4332,0.2195,130,15,1,16353.24,5.07
111,2025-08-05,0.3111,0.1833,69,4,1,6102.12,4.8
112,2025-08-05,0.3579,0.184,105,12,0,13449.2,5.47
113,2025-08-05,0.4031,0.2324,60,7,0,7920.7,5.2
114,2025-08-05,0.4585,0.3115,126,14,1,13906.17,4.92
115,2025-08-05,0.2642,0.0994,24,2,0,2403.73,5.09
116,2025-08-05,0.335,0.1888,100,14,2,6977.05,2.31
117,2025-08-05,0.5164,0.3614,303,30,4,25266.85,2.98
118,2025-08-05,0.5484,0.3484,1297,121,13,110459.49,2.75
119,2025-08-05,0.3037,0.1322,61,3,0,2734.82,2.58
120,2025-08-05,0.2821,0.1879,235,40,4,25430.06,2.33
1,2025-08-06,0.7113,0.5814,928,203,5,179407.48,2.57
2,2025-08-06,0.653,0.4892,1141,235,13,203728.63,3.07
3,2025-08-06,0.918,0.6697,493,97,3,87240.68,1.87
4,2025-08-06,0.5976,0.4308,385,78,3,57986.38,3.24
5,2025-08-06,0.618,0.4875,360,59,1,37120.47,2.45
6,2025-08-06,0.7794,0.6744,1647,345,12,282381.46,2.78
7,2025-08-06,0.6079,0.4799,224,46,3,46900.1,2.65
8,2025-08-06,0.6101,0.4454,363,59,1,111007.57,3.13
9,2025-08-06,0.656,0.4877,310,48,2,62558.01,2.8
10,2025-08-06,0.6477,0.5232,259,33,1,41704.04,2.79
11,2025-08-06,0.2194,0.1502,137,20,0,16303.18,2.3
12,2025-08-06,0.7707,0.5656,441,84,1,65976.37,2.66
13,2025-08-06,0.6457,0.5084,1782,310,11,260458.14,3.03
14,2025-08-06,0.4953,0.3896,604,127,4,49665.02,2.72
15,2025-08-06,0.5995,0.4135,1240,247,12,161602.54,3.07
16,2025-08-06,0.6737,0.5347,1202,257,8,100085.22,2.57
17,2025-08-06,0.7051,0.5817,820,164,3,85766.04,2.73
18,2025-08-06,0.9225,0.7203,1893,388,16,214765.92,2.91
19,2025-08-06,0.5411,0.4885,888,131,8,116936.25,2.65
20,2025-08-06,0.5224,0.3952,284,27,1,29031.45,2.37
21,2025-08-06,0.7852,0.5861,1543,350,17,211658.03,2.9
22,2025-08-06,0.6603,0.5355,1580,226,9,226066.66,3.16
23,2025-08-06,0.4394,0.3002,330,60,4,34606.56,2.91
24,2025-08-06,0.3169,0.1473,97,11,2,7838.22,3.04
25,2025-08-06,0.3593,0.1678,118,16,0,11667.27,2.72
26,2025-08-06,0.3939,0.1979,646,99,7,45199.17,2.35
27,2025-08-06,0.3695,0.163,222,33,0,16215.46,3.55
28,2025-08-06,0.4425,0.2683,285,46,2,40735.85,2.46
29,2025-08-06,0.4593,0.3421,433,47,4,49456.72,2.51
30,2025-08-06,0.3315,0.2451,152,22,1,13949.46,2.85
31,2025-08-06,0.3158,0.1864,502,83,7,24842.05,2.49
32,2025-08-06,0.5454,0.412,688,82,3,37750.99,2.14
33,2025-08-06,0.549,0.3846,541,40,4,68306.59,5.08
34,2025-08-06,0.6371,0.4635,441,53,4,78159.09,5.96
35,2025-08-06,0.5762,0.3754,47,6,1,9675.81,6.16
36,2025-08-06,0.3671,0.231,374,59,5,16470.58,1.64
37,2025-08-06,0.4014,0.2851,480,44,1,28097.85,1.71
38,2025-08-06,0.3419,0.2512,265,34,1,15275.79,2.12
39,2025-08-06,0.3661,0.2342,128,21,1,8696.13,2.19
40,2025-08-06,0.5363,0.3387,919,109,6,100086.78,1.58
41,2025-08-06,0.6591,0.4684,1925,384,23,145288.28,1.68
42,2025-08-06,0.6406,0.4943,381,62,0,31714.63,2.27
43,2025-08-06,0.7501,0.533,1035,132,6,107523.65,1.88
44,2025-08-06,0.6389,0.4778,359,58,3,41915.55,2.38
45,2025-08-06,0.5062,0.3453,2300,439,27,196569.36,2.3
46,2025-08-06,0.7306,0.6105,1538,297,12,71257.26,1.9
47,2025-08-06,0.3875,0.2315,173,28,0,15283.56,2.05
48,2025-08-06,0.8081,0.6445,291,35,0,22740.97,1.9
49,2025-08-06,0.7722,0.6118,528,75,1,25227.59,1.76
50,2025-08-06,0.5324,0.4137,242,29,1,14318.85,1.86
51,2025-08-06,0.6121,0.4883,202,45,3,16768.2,2.59
52,2025-08-06,0.8141,0.6845,2280,446,24,109880.27,1.89
53,2025-08-06,0.2374,0.0951,184,21,1,9815.35,1.52
54,2025-08-06,0.4948,0.292,171,17,1,14641.82,2.26
55,2025-08-06,0.6739,0.5408,1136,217,9,86663.82,1.87
56,2025-08-06,0.3901,0.2723,571,58,3,23531.95,1.6
57,2025-08-06,0.3847,0.2727,127,12,1,18991.56,4.79
58,2025-08-06,0.4149,0.2817,31,2,0,2537.87,5.47
59,2025-08-06,0.2976,0.1453,124,13,0,17285.89,5.11
60,2025-08-06,0.6207,0.3815,150,11,0,18279.69,4.72
61,2025-08-06,0.3859,0.2755,215,23,1,13683.95,5.04
62,2025-08-06,0.3606,0.2361,62,5,0,23300.8,5.67
63,2025-08-06,0.5444,0.3405,192,24,1,78656.56,5.3
64,2025-08-06,0.6674,0.3929,105,11,1,26137.0,5.46
65,2025-08-06,0.4072,0.2775,200,42,2,34525.02,5.73
66,2025-08-06,0.3781,0.2773,132,18,0,20785.31,5.7
67,2025-08-06,0.4295,0.2638,178,29,0,39121.72,5.85
68,2025-08-06,0.5673,0.3836,697,109,7,129295.34,5.06
69,2025-08-06,0.4495,0.2497,49,8,0,15789.33,5.83
70,2025-08-06,0.4818,0.2641,56,6,1,11341.68,5.22
71,2025-08-06,0.1426,0.035,47,5,0,8725.84,5.56
72,2025-08-06,0.4101,0.2746,745,116,6,84543.01,2.95
73,2025-08-06,0.3783,0.2162,174,27,1,10492.23,2.63
74,2025-08-06,0.3591,0.2015,448,71,1,24009.68,3.11
75,2025-08-06,0.5143,0.3104,1002,138,11,152730.17,2.84
76,2025-08-06,0.4535,0.3064,109,9,1,6760.52,2.64
77,2025-08-06,0.2739,0.1416,166,12,1,14326.15,2.75
78,2025-08-06,0.4295,0.2346,122,18,0,10156.38,2.58
79,2025-08-06,0.4114,0.253,74,7,0,3540.15,2.27
80,2025-08-06,0.5929,0.4469,443,43,3,34083.43,2.85
81,2025-08-06,0.2652,0.1635,66,9,2,5877.34,2.66
82,2025-08-06,0.4855,0.3622,128,14,0,9624.46,2.42
83,2025-08-06,0.6129,0.4768,901,153,6,132384.85,2.4
84,2025-08-06,0.4383,0.294,1068,140,10,119850.22,2.76
85,2025-08-06,0.4152,0.3071,212,36,3,26968.7,3.06
86,2025-08-06,0.6519,0.4496,211,28,1,27059.53,2.66
87,2025-08-06,0.3767,0.2354,310,38,1,54025.96,5.97
88,2025-08-06,0.2659,0.1577,121,18,1,24175.33,5.99
89,2025-08-06,0.4412,0.312,79,12,0,17565.28,5.62
90,2025-08-06,0.4465,0.2891,389,35,0,58936.74,4.97
91,2025-08-06,0.3024,0.1547,36,2,0,5532.27,5.08
92,2025-08-06,0.288,0.1727,59,11,0,10085.92,5.15
93,2025-08-06,0.4963,0.3244,158,34,1,31408.49,5.85
94,2025-08-06,0.3279,0.1812,71,11,1,17231.48,5.58
95,2025-08-06,0.4815,0.3195,399,45,4,85149.67,5.54
96,2025-08-06,0.3775,0.2404,177,25,2,26182.74,5.38
97,2025-08-06,0.5085,0.3516,125,7,0,10375.58,2.6
98,2025-08-06,0.2844,0.1091,268,28,1,18005.34,1.49
99,2025-08-06,0.5354,0.3279,1028,112,11,55415.03,1.91
100,2025-08-06,0.5163,0.3867,472,42,1,35971.32,2.12
101,2025-08-06,0.4951,0.3283,367,35,0,73163.56,5.72
102,2025-08-06,0.5631,0.4239,155,21,0,72207.32,6.19
103,2025-08-06,0.4663,0.3271,74,9,0,13380.09,5.24
104,2025-08-06,0.6807,0.5184,577,56,4,136591.62,5.66
105,2025-08-06,0.4385,0.2465,282,36,2,19423.73,6.63
106,2025-08-06,0.4223,0.3019,259,33,2,37509.39,5.56
107,2025-08-06,0.4042,0.2397,77,8,0,22645.81,5.67
108,2025-08-06,0.4078,0.2878,99,11,0,18585.4,6.11
109,2025-08-06,0.6332,0.4267,44,11,1,6912.37,5.58
110,2025-08-06,0.3275,0.2073,122,14,2,18768.02,5.38
111,2025-08-06,0.4651,0.285,83,10,1,8869.1,5.17
112,2025-08-06,0.3887,0.2732,232,31,3,25590.16,4.68
113,2025-08-06,0.4252,0.2066,62,5,1,7028.78,4.87
114,2025-08-06,0.5219,0.3032,114,10,0,13820.41,4.94
115,2025-08-06,0.3822,0.1836,57,6,0,4866.51,4.98
116,2025-08-06,0.2672,0.1057,28,6,0,2344.11,2.63
117,2025-08-06,0.6093,0.3789,390,52,4,20531.16,2.41
118,2025-08-06,0.4946,0.352,1508,170,6,136128.9,2.53
119,2025-08-06,0.4356,0.2269,91,16,1,7274.91,3.1
120,2025-08-06,0.5256,0.3089,415,65,5,49647.08,2.03
1,2025-08-07,0.8447,0.6682,974,186,8,173104.24,2.77
2,2025-08-07,0.6246,0.4269,1067,194,9,187653.48,2.75
3,2025-08-07,0.6599,0.5187,276,59,4,77788.78,2.47
4,2025-08-07,0.6787,0.5279,499,94,3,65760.88,2.77
5,2025-08-07,0.6093,0.5475,333,51,4,50538.43,3.12
6,2025-08-07,0.7175,0.555,1592,320,10,241287.98,2.46
7,2025-08-07,0.6352,0.4676,213,33,0,46155.25,3.03
8,2025-08-07,0.9131,0.7236,750,163,2,159627.79,2.55
9,2025-08-07,0.6715,0.5006,404,68,1,67967.71,2.4
10,2025-08-07,0.562,0.4317,233,27,0,37372.21,2.97
11,2025-08-07,0.4112,0.2825,241,42,1,31423.0,2.79
12,2025-08-07,0.7661,0.6455,468,98,4,66687.01,2.88
13,2025-08-07,0.6784,0.5244,1969,308,10,277313.44,2.94
14,2025-08-07,0.5729,0.4164,684,145,6,76895.46,2.67
15,2025-08-07,0.5228,0.441,1440,273,12,130613.09,2.68
16,2025-08-07,0.6632,0.4933,987,206,10,96793.45,2.97
17,2025-08-07,0.7721,0.6685,938,191,5,117040.49,2.54
18,2025-08-07,0.6823,0.5287,1374,302,16,129946.88,3.02
19,2025-08-07,0.6924,0.45,755,125,2,100704.51,2.83
20,2025-08-07,0.615,0.4314,264,36,3,32884.01,2.95
21,2025-08-07,0.6911,0.5826,1536,346,10,244015.32,2.85
22,2025-08-07,0.8171,0.6394,1953,275,12,312279.36,2.88
23,2025-08-07,0.504,0.3337,292,49,2,37145.63,3.15
24,2025-08-07,0.4054,0.2845,213,29,1,19801.41,2.72
25,2025-08-07,0.4471,0.2612,261,39,4,26377.75,2.24
26,2025-08-07,0.4377,0.2802,724,128,6,66089.44,3.27
27,2025-08-07,0.5206,0.3297,533,86,3,28068.68,2.84
28,2025-08-07,0.3257,0.217,215,27,0,30550.66,2.74
29,2025-08-07,0.496,0.3406,327,29,3,62154.07,3.08
30,2025-08-07,0.383,0.218,153,19,1,18824.05,2.91
31,2025-08-07,0.4215,0.2521,518,82,5,29525.19,3.22
32,2025-08-07,0.8584,0.6873,924,122,7,44076.1,2.45
33,2025-08-07,0.4354,0.2962,419,24,2,58193.45,5.32
34,2025-08-07,0.6619,0.4884,431,48,2,73437.78,6.45
35,2025-08-07,0.4895,0.348,40,3,0,9828.55,5.66
36,2025-08-07,0.2754,0.2,414,76,6,12624.69,1.27
37,2025-08-07,0.5163,0.3439,560,47,2,45084.32,2.06
38,2025-08-07,0.502,0.2953,356,48,2,25361.91,1.92
39,2025-08-07,0.4392,0.2686,206,25,1,7389.15,1.48
40,2025-08-07,0.5123,0.3146,539,62,0,67473.15,2.37
41,2025-08-07,0.5149,0.4032,1242,255,6,150680.08,2.29
42,2025-08-07,0.6578,0.521,470,75,1,40288.24,2.08
43,2025-08-07,0.6266,0.4435,725,98,1,137766.65,2.29
44,2025-08-07,0.6233,0.4399,329,61,1,56388.65,2.62
45,2025-08-07,0.5163,0.3506,2740,500,28,162403.8,1.86
46,2025-08-07,0.6612,0.5545,1213,201,4,64030.91,2.11
47,2025-08-07,0.466,0.3026,259,31,1,24641.04,2.09
48,2025-08-07,0.7335,0.5811,250,32,1,18009.6,2.05
49,2025-08-07,0.6859,0.5048,354,46,1,15895.48,2.07
50,2025-08-07,0.5299,0.3955,288,43,0,15471.69,1.59
51,2025-08-07,0.6757,0.5511,353,73,3,20321.06,1.88
52,2025-08-07,0.8038,0.6417,2098,416,21,121698.57,1.94
53,2025-08-07,0.2576,0.1014,151,25,1,10888.23,2.55
54,2025-08-07,0.3726,0.2233,156,13,1,10301.19,1.82
55,2025-08-07,0.6346,0.4315,973,196,5,64878.05,1.82
56,2025-08-07,0.4803,0.3252,636,57,0,21323.33,1.91
57,2025-08-07,0.3619,0.231,99,11,1,16062.53,5.35
58,2025-08-07,0.3679,0.233,37,2,1,2274.43,4.38
59,2025-08-07,0.3191,0.1275,101,10,0,13803.88,5.5
60,2025-08-07,0.5265,0.3102,94,6,0,14593.16,5.19
61,2025-08-07,0.484,0.3671,264,32,0,26560.69,5.27
62,2025-08-07,0.3389,0.1789,61,2,1,17003.07,5.6
63,2025-08-07,0.4501,0.3006,193,27,0,63176.98,5.1
64,2025-08-07,0.4839,0.3558,106,9,1,33608.04,6.06
65,2025-08-07,0.4365,0.2601,166,28,1,34123.43,5.87
66,2025-08-07,0.5004,0.2702,129,14,2,24169.89,5.93
67,2025-08-07,0.3982,0.2652,221,41,1,39062.81,5.78
68,2025-08-07,0.6338,0.4176,695,107,5,130202.73,5.81
69,2025-08-07,0.4171,0.2445,62,9,0,17916.55,5.98
70,2025-08-07,0.4073,0.2963,40,2,1,7558.93,5.93
71,2025-08-07,0.212,0.035,40,2,0,7972.31,5.82
72,2025-08-07,0.3865,0.2706,934,122,1,92709.58,2.44
73,2025-08-07,0.5184,0.3388,312,32,4,23914.2,2.46
74,2025-08-07,0.4407,0.2661,730,121,9,34923.46,2.62
75,2025-08-07,0.5131,0.293,951,129,8,118758.15,2.7
76,2025-08-07,0.4759,0.303,101,9,1,6265.03,2.79
77,2025-08-07,0.3542,0.2554,262,23,1,31771.89,2.77
78,2025-08-07,0.4806,0.3178,162,23,1,15962.28,2.48
79,2025-08-07,0.3245,0.1786,37,5,0,2993.83,3.52
80,2025-08-07,0.5482,0.385,403,37,2,20738.23,2.67
81,2025-08-07,0.458,0.2936,168,25,1,8228.04,2.01
82,2025-08-07,0.5599,0.4112,168,15,2,13220.12,2.19
83,2025-08-07,0.5502,0.3953,647,99,8,94973.98,2.79
84,2025-08-07,0.3973,0.2241,705,76,6,82574.01,3.12
85,2025-08-07,0.5201,0.374,246,44,1,29413.84,3.01
86,2025-08-07,0.5279,0.3794,186,18,0,24604.66,2.53
87,2025-08-07,0.453,0.3054,402,49,5,68347.81,5.7
88,2025-08-07,0.2528,0.1505,126,12,0,20030.01,5.21
89,2025-08-07,0.3384,0.2283,63,7,0,14229.03,5.45
90,2025-08-07,0.4157,0.3386,543,79,7,84801.19,5.01
91,2025-08-07,0.2961,0.1935,57,7,0,12070.4,5.51
92,2025-08-07,0.3115,0.2352,69,6,0,12802.52,5.5
93,2025-08-07,0.3982,0.2595,117,11,0,19902.3,5.02
94,2025-08-07,0.2603,0.1602,44,6,1,9155.87,5.8
95,2025-08-07,0.3647,0.2484,280,37,3,70573.05,5.83
96,2025-08-07,0.1786,0.035,19,2,0,3060.06,5.83
97,2025-08-07,0.5958,0.4868,185,21,2,14355.19,2.27
98,2025-08-07,0.3305,0.2267,482,35,2,55470.21,1.85
